Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Timestamp,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,food_per_guest_ratio
Dairy Products,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,2024-12-15 23:01:13.469387776,2024,12,15,6,1,4,1.2857142857142858
Vegetables,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,2024-12-16 04:53:52.653061120,2024,12,16,0,0,4,1.25
Baked Goods,250,Corporate,350,Room Temperature,Occasional,Winter,Sit-down Dinner,Rural,Moderate,25,2024-12-16 10:46:31.836734720,2024,12,16,0,0,4,1.4
Dairy Products,342,Corporate,405,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,29,2024-12-16 16:39:11.020408064,2024,12,16,0,0,4,1.1842105263157894
Baked Goods,380,Social Gathering,480,Room Temperature,Occasional,Winter,Buffet,Suburban,Moderate,30,2024-12-16 22:31:50.204081664,2024,12,16,0,0,4,1.263157894736842
Dairy Products,300,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2024-12-17 04:24:29.387755008,2024,12,17,1,0,4,1.3333333333333333
Baked Goods,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2024-12-17 10:17:08.571428608,2024,12,17,1,0,4,1.2857142857142858
Baked Goods,300,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,2024-12-17 16:09:47.755101952,2024,12,17,1,0,4,1.3333333333333333
Meat,300,Social Gathering,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,2024-12-17 22:02:26.938775552,2024,12,17,1,0,4,1.3333333333333333
Fruits,400,Social Gathering,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,25,2024-12-18 03:55:06.122448896,2024,12,18,2,0,4,1.25
Fruits,300,Birthday,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,15,2024-12-18 09:47:45.306122496,2024,12,18,2,0,4,1.3333333333333333
Dairy Products,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50,2024-12-18 15:40:24.489795840,2024,12,18,2,0,4,1.25
Dairy Products,280,Birthday,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,2024-12-19 03:25:42.857142784,2024,12,19,3,0,4,1.25
Dairy Products,250,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,2024-12-19 09:18:22.040816384,2024,12,19,3,0,4,1.4
Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,20,2024-12-19 15:11:01.224489728,2024,12,19,3,0,4,1.25
Dairy Products,250,Wedding,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,2024-12-19 21:03:40.408163328,2024,12,19,3,0,4,1.4
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,2024-12-20 02:56:19.591836672,2024,12,20,4,0,4,1.2857142857142858
Baked Goods,250,Corporate,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,20,2024-12-20 08:48:58.775510272,2024,12,20,4,0,4,1.4
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,50,2024-12-20 14:41:37.959183616,2024,12,20,4,0,4,1.25
Baked Goods,290,Social Gathering,374,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,27,2024-12-20 20:34:17.142857216,2024,12,20,4,0,4,1.289655172413793
Dairy Products,350,Wedding,450,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,35,2024-12-21 02:26:56.326530560,2024,12,21,5,1,4,1.2857142857142858
Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,30,2024-12-21 14:12:14.693877504,2024,12,21,5,1,4,1.2857142857142858
Dairy Products,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,2024-12-21 20:04:53.877551104,2024,12,21,5,1,4,1.25
Fruits,250,Social Gathering,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2024-12-22 01:57:33.061224448,2024,12,22,6,1,4,1.4
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,2024-12-22 07:50:12.244898048,2024,12,22,6,1,4,1.3636363636363635
Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,2024-12-22 13:42:51.428571392,2024,12,22,6,1,4,1.25
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,2024-12-22 19:35:30.612244992,2024,12,22,6,1,4,1.25
Baked Goods,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,2024-12-23 01:28:09.795918336,2024,12,23,0,0,4,1.4
Baked Goods,250,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,2024-12-23 07:20:48.979591936,2024,12,23,0,0,4,1.4
Meat,280,Corporate,350,Refrigerated,Regular,Winter,Buffet,Urban,Low,20,2024-12-23 19:06:07.346938880,2024,12,23,0,0,4,1.25
Meat,300,Wedding,400,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,20,2024-12-24 00:58:46.530612224,2024,12,24,1,0,4,1.3333333333333333
Meat,300,Corporate,400,Refrigerated,Regular,Winter,Buffet,Suburban,High,40,2024-12-24 06:51:25.714285824,2024,12,24,1,0,4,1.3333333333333333
Meat,412,Wedding,478,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,38,2024-12-24 12:44:04.897959168,2024,12,24,1,0,4,1.1601941747572815
Meat,434,Wedding,495,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Low,36,2024-12-24 18:36:44.081632768,2024,12,24,1,0,4,1.140552995391705
Meat,250,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Suburban,High,30,2024-12-25 00:29:23.265306112,2024,12,25,2,0,4,1.4
Fruits,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,2024-12-25 06:22:02.448979712,2024,12,25,2,0,4,1.25
Meat,300,Social Gathering,400,Refrigerated,Regular,Winter,Buffet,Suburban,Low,20,2024-12-25 12:14:41.632653056,2024,12,25,2,0,4,1.3333333333333333
Meat,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,20,2024-12-25 18:07:20.816326656,2024,12,25,2,0,4,1.3333333333333333
Meat,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,40,2024-12-26 00:00:00.000000000,2024,12,26,3,0,4,1.25
Meat,320,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Rural,High,30,2024-12-26 05:52:39.183673344,2024,12,26,3,0,4,1.25
Meat,250,Social Gathering,350,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,10,2024-12-26 11:45:18.367346944,2024,12,26,3,0,4,1.4
Vegetables,320,Corporate,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,2024-12-26 17:37:57.551020288,2024,12,26,3,0,4,1.25
Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Suburban,Low,20,2024-12-26 23:30:36.734693888,2024,12,26,3,0,4,1.3333333333333333
Meat,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,25,2024-12-27 05:23:15.918367232,2024,12,27,4,0,4,1.25
Fruits,400,Birthday,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,40,2024-12-27 11:15:55.102040832,2024,12,27,4,0,4,1.25
Meat,310,Social Gathering,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,25,2024-12-27 17:08:34.285714176,2024,12,27,4,0,4,1.4516129032258065
Fruits,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,2024-12-27 23:01:13.469387776,2024,12,27,4,0,4,1.4
Meat,300,Corporate,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,2024-12-28 04:53:52.653061120,2024,12,28,5,1,4,1.3333333333333333
Vegetables,300,Birthday,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,15,2024-12-28 10:46:31.836734720,2024,12,28,5,1,4,1.3333333333333333
Baked Goods,434,Wedding,495,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,36,2024-12-28 22:31:50.204081664,2024,12,28,5,1,4,1.140552995391705
Fruits,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,2024-12-29 04:24:29.387755008,2024,12,29,6,1,4,1.25
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Rural,High,30,2024-12-29 16:09:47.755101952,2024,12,29,6,1,4,1.3333333333333333
Meat,350,Wedding,450,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,45,2024-12-29 22:02:26.938775552,2024,12,29,6,1,4,1.2857142857142858
Meat,250,Wedding,350,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Rural,Moderate,20,2024-12-30 03:55:06.122448896,2024,12,30,0,0,4,1.4
Meat,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,2024-12-30 15:40:24.489795840,2024,12,30,0,0,4,1.3636363636363635
Fruits,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,2024-12-30 21:33:03.673469440,2024,12,30,0,0,4,1.25
Fruits,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,30,2024-12-31 03:25:42.857142784,2024,12,31,1,0,4,1.3333333333333333
Baked Goods,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,2024-12-31 09:18:22.040816384,2024,12,31,1,0,4,1.25
Dairy Products,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,2024-12-31 15:11:01.224489728,2024,12,31,1,0,4,1.25
Baked Goods,300,Birthday,400,Room Temperature,Occasional,All Seasons,Finger Food,Rural,Low,20,2024-12-31 21:03:40.408163328,2024,12,31,1,0,4,1.3333333333333333
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,2025-01-01 02:56:19.591836672,2025,1,1,2,0,1,1.25
Meat,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,2025-01-01 08:48:58.775510272,2025,1,1,2,0,1,1.2857142857142858
Vegetables,300,Wedding,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,25,2025-01-01 14:41:37.959183616,2025,1,1,2,0,1,1.3333333333333333
Meat,320,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,2025-01-01 20:34:17.142857216,2025,1,1,2,0,1,1.25
Meat,300,Corporate,400,Refrigerated,Regular,Summer,Buffet,Suburban,Low,20,2025-01-02 08:19:35.510204160,2025,1,2,3,0,1,1.3333333333333333
Fruits,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,10,2025-01-02 14:12:14.693877504,2025,1,2,3,0,1,1.2857142857142858
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Urban,High,35,2025-01-02 20:04:53.877551104,2025,1,2,3,0,1,1.4
Dairy Products,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,2025-01-03 01:57:33.061224448,2025,1,3,4,0,1,1.2857142857142858
Fruits,350,Wedding,450,Room Temperature,Regular,Summer,Buffet,Urban,High,40,2025-01-03 07:50:12.244898048,2025,1,3,4,0,1,1.2857142857142858
Fruits,320,Wedding,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,2025-01-03 19:35:30.612244992,2025,1,3,4,0,1,1.25
Meat,267,Birthday,393,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,24,2025-01-04 01:28:09.795918336,2025,1,4,5,1,1,1.4719101123595506
Fruits,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,25,2025-01-04 07:20:48.979591936,2025,1,4,5,1,1,1.25
Meat,300,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,20,2025-01-04 19:06:07.346938880,2025,1,4,5,1,1,1.3333333333333333
Baked Goods,275,Wedding,388,Room Temperature,Regular,Winter,Finger Food,Rural,Low,16,2025-01-05 06:51:25.714285824,2025,1,5,6,1,1,1.410909090909091
Vegetables,320,Social Gathering,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,2025-01-05 12:44:04.897959168,2025,1,5,6,1,1,1.25
Fruits,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,2025-01-06 00:29:23.265306112,2025,1,6,0,0,1,1.3333333333333333
Vegetables,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,2025-01-06 06:22:02.448979712,2025,1,6,0,0,1,1.3636363636363635
Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,2025-01-06 12:14:41.632653056,2025,1,6,0,0,1,1.2857142857142858
Vegetables,280,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,20,2025-01-07 00:00:00.000000000,2025,1,7,1,0,1,1.25
Dairy Products,320,Birthday,480,Room Temperature,Regular,Winter,Buffet,Suburban,High,40,2025-01-07 05:52:39.183673344,2025,1,7,1,0,1,1.5
Vegetables,250,Birthday,350,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,40,2025-01-07 17:37:57.551020288,2025,1,7,1,0,1,1.4
Vegetables,300,Social Gathering,400,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,30,2025-01-07 23:30:36.734693888,2025,1,7,1,0,1,1.3333333333333333
Vegetables,261,Wedding,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,23,2025-01-08 05:23:15.918367232,2025,1,8,2,0,1,1.3409961685823755
Fruits,300,Corporate,450,Room Temperature,Occasional,Winter,Finger Food,Suburban,High,35,2025-01-08 11:15:55.102040832,2025,1,8,2,0,1,1.5
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,2025-01-08 17:08:34.285714176,2025,1,8,2,0,1,1.25
Baked Goods,261,Birthday,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,24,2025-01-08 23:01:13.469387776,2025,1,8,2,0,1,1.3409961685823755
Dairy Products,380,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,2025-01-09 04:53:52.653061120,2025,1,9,3,0,1,1.263157894736842
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,2025-01-09 10:46:31.836734720,2025,1,9,3,0,1,1.3636363636363635
Fruits,250,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,2025-01-09 16:39:11.020408064,2025,1,9,3,0,1,1.4
Vegetables,429,Wedding,496,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,42,2025-01-09 22:31:50.204081664,2025,1,9,3,0,1,1.156177156177156
Baked Goods,300,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,2025-01-10 04:24:29.387755008,2025,1,10,4,0,1,1.3333333333333333
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2025-01-10 10:17:08.571428608,2025,1,10,4,0,1,1.2857142857142858
Dairy Products,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,2025-01-10 16:09:47.755101952,2025,1,10,4,0,1,1.25
Meat,250,Corporate,350,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,10,2025-01-11 03:55:06.122448896,2025,1,11,5,1,1,1.4
Baked Goods,280,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,2025-01-11 09:47:45.306122496,2025,1,11,5,1,1,1.25
Meat,438,Birthday,493,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,35,2025-01-11 15:40:24.489795840,2025,1,11,5,1,1,1.1255707762557077
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,2025-01-12 03:25:42.857142784,2025,1,12,6,1,1,1.25
Baked Goods,300,Birthday,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,2025-01-12 09:18:22.040816384,2025,1,12,6,1,1,1.3333333333333333
Vegetables,320,Wedding,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,2025-01-12 15:11:01.224489728,2025,1,12,6,1,1,1.25
Vegetables,250,Corporate,350,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,20,2025-01-12 21:03:40.408163328,2025,1,12,6,1,1,1.4
Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,40,2025-01-13 02:56:19.591836672,2025,1,13,0,0,1,1.25
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,2025-01-13 08:48:58.775510272,2025,1,13,0,0,1,1.25
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,2025-01-13 14:41:37.959183616,2025,1,13,0,0,1,1.25
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,40,2025-01-13 20:34:17.142857216,2025,1,13,0,0,1,1.25
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,2025-01-14 02:26:56.326530560,2025,1,14,1,0,1,1.2857142857142858
Dairy Products,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,2025-01-14 08:19:35.510204160,2025,1,14,1,0,1,1.25
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,2025-01-14 14:12:14.693877504,2025,1,14,1,0,1,1.2857142857142858
Dairy Products,400,Wedding,500,Room Temperature,Occasional,All Seasons,Finger Food,Rural,High,40,2025-01-14 20:04:53.877551104,2025,1,14,1,0,1,1.25
Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25,2025-01-15 07:50:12.244898048,2025,1,15,2,0,1,1.25
Baked Goods,450,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,2025-01-15 13:42:51.428571392,2025,1,15,2,0,1,1.1111111111111112
Fruits,280,Social Gathering,350,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,20,2025-01-15 19:35:30.612244992,2025,1,15,2,0,1,1.25
Meat,380,Corporate,480,Refrigerated,Regular,Winter,Buffet,Suburban,Moderate,30,2025-01-16 01:28:09.795918336,2025,1,16,3,0,1,1.263157894736842
Meat,207,Corporate,280,Refrigerated,Regular,Winter,Finger Food,Suburban,High,20,2025-01-16 07:20:48.979591936,2025,1,16,3,0,1,1.3526570048309179
Meat,267,Corporate,393,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Low,24,2025-01-16 19:06:07.346938880,2025,1,16,3,0,1,1.4719101123595506
Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,2025-01-17 00:58:46.530612224,2025,1,17,4,0,1,1.25
Baked Goods,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,2025-01-17 06:51:25.714285824,2025,1,17,4,0,1,1.25
Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,2025-01-17 12:44:04.897959168,2025,1,17,4,0,1,1.25
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,2025-01-17 18:36:44.081632768,2025,1,17,4,0,1,1.25
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,2025-01-18 00:29:23.265306112,2025,1,18,5,1,1,1.25
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,2025-01-18 06:22:02.448979712,2025,1,18,5,1,1,1.25
Dairy Products,438,Corporate,493,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,35,2025-01-18 18:07:20.816326656,2025,1,18,5,1,1,1.1255707762557077
Dairy Products,350,Corporate,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,2025-01-19 00:00:00.000000000,2025,1,19,6,1,1,1.2857142857142858
Baked Goods,442,Social Gathering,482,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,32,2025-01-19 05:52:39.183673344,2025,1,19,6,1,1,1.090497737556561
Meat,320,Corporate,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,2025-01-20 05:23:15.918367232,2025,1,20,0,0,1,1.25
Meat,220,Wedding,300,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,15,2025-01-20 11:15:55.102040832,2025,1,20,0,0,1,1.3636363636363635
Meat,367,Social Gathering,420,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,40,2025-01-20 17:08:34.285714176,2025,1,20,0,0,1,1.1444141689373297
Meat,434,Birthday,495,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,36,2025-01-20 23:01:13.469387776,2025,1,20,0,0,1,1.140552995391705
Fruits,380,Birthday,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,2025-01-21 10:46:31.836734720,2025,1,21,1,0,1,1.263157894736842
Dairy Products,320,Birthday,400,Room Temperature,Regular,Summer,Buffet,Rural,High,40,2025-01-21 16:39:11.020408064,2025,1,21,1,0,1,1.25
Fruits,302,Corporate,371,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27,2025-01-22 04:24:29.387755008,2025,1,22,2,0,1,1.228476821192053
Vegetables,267,Corporate,393,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,24,2025-01-22 10:17:08.571428608,2025,1,22,2,0,1,1.4719101123595506
Fruits,320,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25,2025-01-22 16:09:47.755101952,2025,1,22,2,0,1,1.25
Meat,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,2025-01-23 03:55:06.122448896,2025,1,23,3,0,1,1.2857142857142858
Vegetables,300,Birthday,400,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,2025-01-23 09:47:45.306122496,2025,1,23,3,0,1,1.3333333333333333
Fruits,380,Corporate,480,Refrigerated,Occasional,All Seasons,Buffet,Suburban,Moderate,30,2025-01-23 21:33:03.673469440,2025,1,23,3,0,1,1.263157894736842
Vegetables,429,Wedding,496,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Low,42,2025-01-24 03:25:42.857142784,2025,1,24,4,0,1,1.156177156177156
Baked Goods,220,Birthday,300,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Low,15,2025-01-24 09:18:22.040816384,2025,1,24,4,0,1,1.3636363636363635
Meat,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,2025-01-24 15:11:01.224489728,2025,1,24,4,0,1,1.3636363636363635
